,Adresse,lat,lon,Firmen,Telbuch
2748,"Arbachstrasse 7a, 6340 Baar", 47.1818591, 8.5329299,1,1
2749,"Artherstrasse 1, 6318 Walchwil", 47.09951909999999, 8.5132683,1,9
2750,"Artherstrasse 108, 6317 Oberwil b. Zug", 47.1494571, 8.5074405,1,0
2751,"Artherstrasse 109, 6317 Oberwil b. Zug", 47.148322, 8.507244,1,2
2752,"Artherstrasse 111, 6317 Oberwil bei Zug", 47.1480082, 8.5071323,1,1
2753,"Artherstrasse 112, 6317 Oberwil b. Zug", 47.1490277, 8.5070286,1,3
2754,"Artherstrasse 112, 6317 Oberwil bei Zug", 47.1490277, 8.5070286,1,3
2755,"Artherstrasse 117, 6317 Oberwil bei Zug", 47.1476417, 8.5068744,1,3
2756,"Am Rainbach 28, 6340 Baar", 47.185015, 8.534036799999999,1,6
2757,"Artherstrasse 119, 6317 Oberwil b. Zug", 47.1473294, 8.5066045,1,2
2758,"Artherstrasse 127, 6317 Oberwil b. Zug", 47.1465855, 8.5063128,1,2
2759,"Artherstrasse 127, 6317 Oberwil bei Zug", 47.1463889, 8.5061111,1,2
2760,"Artherstrasse 133, 6317 Oberwil b. Zug", 47.146119, 8.5061716,1,1
2761,"Artherstrasse 139, 6317 Oberwil", 47.1457787, 8.5060066,1,1
2762,"Artherstrasse 141, 6317 Oberwil b. Zug", 47.1456623, 8.5059515,1,2
2763,"Artherstrasse 141, 6317 Oberwil bei Zug", 47.1463889, 8.5061111,1,2
2764,"Artherstrasse 147, 6317 Oberwil b. Zug", 47.1452202, 8.5060878,1,1
2765,"Arbachstrasse 61, 6340 Baar", 47.1758799, 8.5298745,1,4
2766,"Arbachstrasse 60B, 6340 Baar", 47.1766038, 8.528903099999999,1,3
2767,"Arbachstrasse 58, 6340 Baar", 47.1766572, 8.5295163,1,2
2768,"Arbachstrasse 57, 6340 Baar", 47.1762966, 8.5304282,1,8
2769,"Am Rainbach 4, 6340 Baar", 47.1847979, 8.5322775,1,5
2770,"Ammansmatt 15, 6300 Zug", 47.1874846, 8.497971399999999,1,0
2771,"Ammansmatt 58, 6300 Zug", 47.1886814, 8.4959629,1,0
2772,"Angelgasse 4, 6317 Oberwil bei Zug", 47.147357, 8.507501699999999,1,1
2773,"Angelgasse 5B, 6317 Oberwil bei Zug", 47.1479217, 8.5084894,1,5
2774,"Angelgasse 7A, 6317 Oberwil b. Zug", 47.147731, 8.508880399999999,1,2
2775,"Angelgasse 7B, 6317 Oberwil b. Zug", 47.1478834, 8.508936199999999,1,4
2776,"Angelgasse 7B, 6317 Oberwil bei Zug", 47.147922, 8.508837999999999,1,4
2777,"Arbachstrasse 11A, 6340 Baar", 47.1813556, 8.5329064,1,0
2778,"Arbachstrasse 18, 6340 Baar", 47.1807185, 8.532734999999999,1,1
2779,"Arbachstrasse 25C, 6340 Baar", 47.1797255, 8.5341839,1,2
2780,"Arbachstrasse 27, 6340 Baar", 47.17882609999999, 8.5321422,1,0
2781,"Arbachstrasse 4, 6340 Baar", 47.1818014, 8.532374599999999,1,3
2782,"Arbachstrasse 50, 6340 Baar", 47.17700869999999, 8.528748499999999,1,3
2783,"Arbachstrasse 52, 6340 Baar", 47.1768226, 8.529027300000001,1,2
2784,"Arbachstrasse 53, 6340 Baar", 47.1767963, 8.529933699999999,1,2
2785,"Arbachstrasse 56, 6340 Baar", 47.1768751, 8.5296504,1,3
2786,"Allrüti 16D, 6343 Rotkreuz", 47.14565, 8.4255085,1,1
2787,"Allmendweg 4, 6330 Cham", 47.1801757, 8.454564999999999,1,4
2788,"Artherstrasse 161, 6317 Oberwil bei Zug", 47.14343840000001, 8.5061577,1,1
2789,"Aegeristrasse 26, 6300 Zug", 47.1660251, 8.5166302,1,3
2790,"Aegeristrasse 120, 6300 Zug", 47.1720473, 8.532676499999999,1,1
2791,"Aegeristrasse 14, 6300 Zug", 47.1660262, 8.516858,1,3
2792,"Aegeristrasse 15, 6300 Zug", 47.1662162, 8.5169783,1,2
2793,"Aegeristrasse 19, 6300 Zug", 47.1666721, 8.518578699999999,1,2
2794,"Aegeristrasse 21, 6340 Baar", 47.1950488, 8.532698200000002,1,2
2795,"Aegeristrasse 23, 6300 Zug", 47.166896, 8.5190114,1,2
2796,"Aegeristrasse 24, 6340 Baar", 47.1942647, 8.532922,1,1
2797,"Aegeristrasse 25, 6301 Zug", 47.1670824, 8.519279,1,0
2798,"Aegeristrasse 27, 6340 Baar", 47.1942198, 8.5335229,1,0
2799,"Aegeristrasse 112, 6300 Zug", 47.1711611, 8.529373699999999,1,13
2800,"Aegeristrasse 30, 6340 Baar", 47.1935915, 8.5337119,1,0
2801,"Aegeristrasse 33, 6300 Zug", 47.1662252, 8.5163199,1,2
2802,"Aegeristrasse 36, 6340 Baar", 47.1928096, 8.5339019,1,1
2803,"Aegeristrasse 38, 6300 Zug", 47.1661681, 8.517967900000002,1,2
2804,"Aegeristrasse 38A, 6340 Baar", 47.1926538, 8.5338766,1,3
2805,"Aegeristrasse 40A, 6340 Baar", 47.192438, 8.5338721,1,0
2806,"Aegeristrasse 43, 6300 Zug", 47.1680483, 8.5212113,1,1
2807,"Aegeristrasse 45, 6300 Zug", 47.1682103, 8.5216608,1,2
2808,"Aegeristrasse 12, 6300 Zug", 47.16604359999999, 8.5167861,1,2
2809,"Aegeristrasse 11, 6300 Zug", 47.16623, 8.5167936,1,27
2810,"Allmendweg 2, 6330 Cham", 47.1797474, 8.454985700000002,1,4
2811,"Aberenrain 12A, 6340 Baar", 47.2052938, 8.5232983,1,0
2813," , 6314 Unterägeri", 47.1226008, 8.5818864,1,2650
2814," , 631502 Oberägeri", 47.1351173, 8.6131948,1,0
2816," , 6331 Hünenberg", 36.778261, -119.4179324,1,1897
2818,"Aabachweg 1, 634303 Risch", 47.1229844, 8.4634175,1,0
2819,"Aabachweg 3, 634303 Rotkreuz", 47.122339, 8.4631548,1,0
2820,"Aberenrain 37A, 6340 Baar", 47.2058435, 8.5225309,1,1
2821,"Aegeristrasse 1, 6300 Zug", 47.166251, 8.516136699999999,1,54
2822,"Aberenrain 37B, 6340 Baar", 47.20579439999999, 8.522323799999999,1,2
2824,"Acherweg 4, 6315 Oberägeri", 47.1376316, 8.6085145,1,2
2825,"Acherweg 6, 6315 Oberägeri", 47.1377591, 8.6080844,1,0
2826,"Ackerstrasse 8, 6330 Cham", 47.1855616, 8.4659885,1,1
2827,"Adelheid-Page-Strasse 11A, 6330 Cham", 47.1805156, 8.4659985,1,0
2828,"Adelheid-Pagestrasse 18A, 6330 Cham", 47.1806901, 8.4653941,1,1
2829,"Aegerisaumweg 8, 6300 Zug", 47.1727967, 8.5169786,1,0
2831,"Aegeristrasse 47A, 6300 Zug", 47.1683633, 8.5217715,1,2
2832,"Aegeristrasse 49B, 6300 Zug", 47.1686772, 8.5218702,1,3
2833,"Albisstrasse 66A, 6312 Steinhausen", 47.1933717, 8.4961985,1,0
2834,"Albisblick 23, 6319 Allenwinden", 47.1635173, 8.5530475,1,2
2835,"Albisblick 3, 6319 Allenwinden", 47.1633608, 8.5556457,1,3
2836,"Albisblick 31, 6319 Allenwinden", 47.1635541, 8.553708199999999,1,1
2837,"Albisblick 49, 6319 Allenwinden", 47.1637479, 8.5543217,1,1
2838,"Albisblick 55, 6319 Allenwinden", 47.1638238, 8.5535651,1,2
2839,"Albisstrasse 12A, 6340 Baar", 47.197772, 8.5253631,1,2
2840,"Albisstrasse 2, 6340 Baar", 47.19650439999999, 8.525041400000001,1,15
2841,"Albisstrasse 3, 6340 Baar", 47.1970102, 8.5244374,1,4
2842,"Albisstrasse 7, 6330 Cham", 47.1849994, 8.4710851,1,1
2843,"Aegeristrasse 5, 6340 Baar", 47.1961952, 8.5313359,1,18
2844,"Alisbachweg 22C, 6315 Oberägeri", 47.1352987, 8.623923099999999,1,0
2845,"Alisbachweg 6, 6315 Oberägeri", 47.1337771, 8.6263198,1,0
2846,"Allmendhof , 6340 Baar", 47.2129556, 8.5124155,1,1
2847,"Allmendhof 2, 6330 Cham", 47.18453419999999, 8.4524522,1,0
2848,"Allmendstrasse 17, 6312 Steinhausen", 47.1902838, 8.4862127,1,3
2849,"Allmendstrasse 9, 6312 Steinhausen", 47.19001340000001, 8.4880321,1,1
2850,"Allmendstrasse 9, 6340 Baar", 47.2011888, 8.5365472,1,2
2851,"Allmendweg 1, 6330 Cham", 47.1796724, 8.454515899999999,1,52
2852,"Akelei , 631302 Edlibach", 13.1033391, 79.3690831,1,0
2853,"Akelei , 6313 Edlibach", 47.18118, 8.5738,1,4
2854,"Aeussere Güterstrasse 5, 6300 Zug", 47.17742570000001, 8.516582300000001,1,1
2855,"Aeussere Güterstrasse 3, 6302 Zug", 47.1781714, 8.517536,1,0
2856,"Aegeristrasse 50, 6340 Baar", 47.19141279999999, 8.534615700000002,1,2
2857,"Aegeristrasse 59, 6340 Baar", 47.19088000000001, 8.5384017,1,2
2858,"Aegeristrasse 6, 6300 Zug", 47.166101, 8.516451,1,29
2859,"Aegeristrasse 61, 6340 Baar", 47.1907586, 8.5385603,1,3
2860,"Aegeristrasse 64, 6300 Zug", 47.1678, 8.521404,1,4
2861,"Aegeristrasse 65C, 6300 Zug", 47.1699884, 8.5240073,1,0
2862,"Aegeristrasse 66, 6300 Zug", 47.1662252, 8.5163199,1,8
2863,"Aegeristrasse 67A, 6300 Zug", 47.1701294, 8.5243268,1,4
2864,"Aegeristrasse 67B, 6300 Zug", 47.1662252, 8.5163199,1,0
2865,"Aegeristrasse 67b, 6300 Zug", 47.1662252, 8.5163199,1,0
2866,"Aegeristrasse 70A, 6300 Zug", 47.1681082, 8.5221093,1,0
2867,"Aegeristrasse 71, 6300 Zug", 47.17055980000001, 8.5249594,1,4
2868,"Aegeristrasse 75, 6300 Zug", 47.1707781, 8.525236399999999,1,1
2869,"Aegeristrasse 9, 6300 Zug", 47.1662356, 8.516636199999999,1,6
2870,"Aeschrain 8A, 6318 Walchwil", 47.0953987, 8.5218247,1,0
2871,"Aeschwuhrstrasse 54, 4665 Oftringen", 47.3025198, 7.926568400000001,1,9
2872,"Aeussere Güterstrasse 3, 6300 Zug", 47.1781714, 8.517536,1,3
2873,"Artherstrasse 153, 6317 Oberwil bei Zug", 47.1441848, 8.506185799999999,1,6
2874,"Artherstrasse 163A, 6317 Oberwil b. Zug", 47.1432321, 8.5061009,1,1
2875,"Buonaserstrasse 2, 6343 Risch", 47.1409476, 8.4285783,1,0
2876,"Birkenstrasse 3, 6345 Neuheim", 47.2054278, 8.57831,1,1
2877,"Birchliweg 5A, 6315 Oberägeri", 47.1396002, 8.6330014,1,0
2878,"Birkenhaldenstrasse 1, 6312 Steinhausen", 47.1973664, 8.4802576,1,8
2879,"Birkenmatt 25, 6343 Risch", 47.1425126, 8.428642199999999,1,0
2880,"Birkenmatt 3, 6343 Rotkreuz", 47.1434969, 8.4294818,1,3
2881,"Birkenmatt 4, 6343 Rotkreuz", 47.1434811, 8.428989699999999,1,2
2882,"Birkenmatt 43a, 6343 Rotkreuz", 47.1425616, 8.428270699999999,1,0
2883,"Birkenmatt 5, 6343 Rotkreuz", 47.1433086, 8.4291711,1,6
2884,"Birkenstrasse 15, 6345 Neuheim", 47.2060152, 8.5781336,1,3
2885,"Birkenstrasse 31, 6343 Rotkreuz", 47.14488859999999, 8.4336705,1,3
2886,"Birch 1, 6330 Cham", 47.181225, 8.4592089,1,0
2887,"Birkenstrasse 45, 6343 Rotkreuz", 47.1462937, 8.434370999999999,1,0
2888,"Birkenstrasse 6, 6330 Cham", 47.1765571, 8.451181199999999,1,2
2889,"Birkenstrasse 7, 6345 Neuheim", 47.2056209, 8.5779135,1,3
2890,"Birkenweg 1, 6340 Baar", 47.1822672, 8.5293829,1,8
2891,"Birkenweg 8, 6340 Baar", 47.1831935, 8.5297641,1,4
2892,"Birststrasse 16, 6340 Baar", 47.198052, 8.5337891,1,5
2893,"Birststrasse 18, 6340 Baar", 47.1980492, 8.5340794,1,7
2894,"Birststrasse 20, 6340 Baar", 47.19803839999999, 8.5342772,1,7
2895,"Birchliweg 3, 631502 Alosen", 47.1396705, 8.633343199999999,1,0
2896,"Binzmühlestrasse 14, 6343 Rotkreuz", 47.1426368, 8.4257484,1,2
2897,"Bellevueweg 12B, 6300 Zug", 47.1531311, 8.5191819,1,0
2899,"Bellvueweg 24, 6300 Zug", 47.1512652, 8.5195794,1,0
2900,"Berchtwil 1, 6343 Rotkreuz", 47.1479501, 8.4218599,1,28
2901,"Berchtwil 10, 6343 Rotkreuz", 47.1486993, 8.421557199999999,1,2
2902,"Berchtwil 19, 6343 Rotkreuz", 47.1525077, 8.4180008,1,0
2903,"Berchtwilerstrasse 3, 6343 Rotkreuz", 47.1422452, 8.4262641,1,6
2904,"Berchtwilerstrasse 8, 6343 Rotkreuz", 47.1438189, 8.4263195,1,10
2905,"Bergackerstrasse 9, 6330 Cham", 47.183888, 8.4650195,1,0
2906,"Bergli , 6313 Menzingen", 47.1647153, 8.5705595,1,1
2908,"Binzenstrasse 3B, 6314 Unterägeri", 47.1368932, 8.5815925,1,5
2909,"Bibersee 2, 6330 Cham", 47.2051913, 8.470840299999999,1,3
2910,"Bibersee 7, 6330 Cham", 47.2077717, 8.4739922,1,2
2911,"Bickensdorferstrasse 19, 6340 Blickensdorf", 47.20185, 8.51454,1,0
2912,"Bietenberg 1, 6315 Oberägeri", 47.1196653, 8.6476338,1,0
2913,"Binzenmatt 3, 6314 Unterägeri", 47.1365195, 8.579369699999999,1,7
2914,"Binzenmatt 4, 6314 Unterägeri", 47.1375165, 8.583898699999999,1,6
2915,"Binzenmatt 7, 6314 Unterägeri", 47.1370231, 8.5793805,1,6
2916,"Binzenstrasse 3, 6314 Unterägeri", 47.1368755, 8.5811169,1,9
2917,"Birststrasse 5, 6340 Baar", 47.1989914, 8.532435699999999,1,0
2918,"Blasenberg 4, 6300 Zug", 47.1443853, 8.5373425,1,2
2919,"Blattmatt 1, 6345 Neuheim", 47.1989756, 8.573112799999999,1,2
2920,"Brunnenmattstrasse 2, 6317 Oberwil b. Zug", 47.1481742, 8.508187800000002,1,6
2921,"Boden , 6313 Finstersee", 47.16694, 8.62951,1,0
2922,"Bohlstrasse 25, 6300 Zug", 47.1641501, 8.520209,1,4
2923,"Breiten 3, 6343 Risch", 47.1427744, 8.4430747,1,0
2924,"Breiten 3, 6343 Rotkreuz", 47.13217299999999, 8.445706699999999,1,1
2925,"Breitfeld 1, 6343 Rotkreuz", 47.1328241, 8.444398399999999,1,3
2926,"Breitfeld 2, 6343 Rotkreuz", 47.1328927, 8.445640299999999,1,1
2927,"Brunegg , 6314 Unterägeri", 47.1532472, 8.5513475,1,0
2928,"Brunnenmattstrasse 19, 6317 Oberwil bei Zug", 47.1473844, 8.5084252,1,6
2929,"Brunnenmattstrasse 21, 6317 Oberwil bei Zug", 47.1469828, 8.5080875,1,5
2930,"Blattweid 1, 6345 Neuheim", 47.1977306, 8.5753412,1,0
2931,"Brunnmatt 5, 6330 Cham", 47.1924386, 8.4473515,1,5
2932,"Bröchli 5, 6317 Oberwil b. Zug", 47.1484817, 8.5111297,1,0
2933,"Buchholz , 6319 Allenwinden", 47.1642535, 8.5569483,1,3
2934,"Buchholzstrasse 6, 6314 Unterägeri", 47.1351959, 8.5805831,1,3
2935,"Buechholz 9, 6314 Unterägeri", 47.1311419, 8.5807178,1,0
2936,"Bundesplatz , 6300 Zug", 47.171086, 8.5142929,1,111
2937,"Bundesstrassse 3, 6304 Zug", 47.1661672, 8.5154946,1,0
2938,"Buonaserstrasse 17, 6343 Rotkreuz", 47.1411915, 8.4307816,1,6
2939,"Blumenweg 9, 6340 Baar", 47.1984967, 8.526633000000002,1,1
2940,"Blumenweg 8A, 6332 Hagendorn", 47.20666749999999, 8.4339482,1,1
2941,"Blumenweg 5, 6340 Baar", 47.1985179, 8.525835899999999,1,1
2942,"Blickensdorferstrasse 8, 6340 Baar", 47.2015128, 8.516575,1,3
2943,"Blegi 3, 6343 Rotkreuz", 47.146913, 8.4398124,1,1
2945,"Blegistrasse , 6343 Rotkreuz", 47.1472862, 8.4380014,1,46
2946,"Blegistrasse 11a/b, 6340 Baar", 47.2157866, 8.5702742,1,9
2947,"Blegistrasse 21/23, 6340 Baar", 47.2151113, 8.5674609,1,0
2948,"Blegistrasse 2A, 6343 Rotkreuz", 47.1478282, 8.4339356,1,0
2949,"Blegistrasse 4, 6343 Rotkreuz", 47.1476757, 8.4345494,1,3
2950,"Bleick 3, 631302 Edlibach", 13.1033391, 79.3690831,1,0
2951,"Bleick 3b, 631302 Edlibach", 13.1033391, 79.3690831,1,0
2952,"Bleick 4, 631302 Edlibach", 13.1033391, 79.3690831,1,0
2953,"Bleick 7, 631302 Edlibach", 13.1033391, 79.3690831,1,0
2954,"Blickensdorferstrasse 1, 6340 Baar", 47.2009231, 8.517428599999999,1,19
2955,"Blickensdorferstrasse 13A, 6340 Baar", 47.2016578, 8.51582,1,0
2956,"Blickensdorferstrasse 2, 6340 Baar", 47.2012081, 8.5177379,1,27
2957,"Blickensdorferstrasse 21B, 6340 Baar", 47.2025796, 8.514626999999999,1,3
2958,"Blickensdorferstrasse 27, 6341 Baar", 47.2029144, 8.5141954,1,0
2959,"Blickensdorferstrasse 5, 6312 Steinhausen", 47.1973426, 8.4862886,1,7
2960,"Bellevueweg 18B, 6300 Zug", 47.1525884, 8.518538,1,1
2961,"Bellevueweg 10A, 6300 Zug", 47.1534164, 8.5194514,1,0
2962,"Artherstrasse 163A, 6317 Oberwil bei Zug", 47.1432321, 8.5061009,1,1
2963,"Bachmatt 6B, 631302 Edlibach", 13.1033391, 79.3690831,1,0
2964,"Baarerstrase 95, 6300 Zug", 47.1815, 8.51887,1,0
2965,"Baarerstrasse 111B, 6300 Zug", 47.1794726, 8.5180023,1,0
2966,"Baarerstrasse 111C, 6300 Zug", 47.1794698, 8.517752400000001,1,1
2967,"Baarerstrasse 4, 6345 Neuheim", 47.2038544, 8.5626962,1,1
2968,"Baarerstrasse 55/ 2, 6300 Zug", 47.1748415, 8.5168368,1,0
2969,"Baarerstrasse 86, 6302 Zug", 47.17770720000001, 8.518258099999999,1,0
2970,"Baarestrasse 95, 6300 Zug", 47.1815, 8.51887,1,0
2971,"Bachmatt 6B, 6313 Edlibach", 47.1800538, 8.5743598,1,1
2972,"Bachmatt 8, 6313 Edlibach", 47.1799528, 8.5746225,1,1
2973,"Baarermattstrasse 8E, 6340 Baar", 47.179848, 8.52547,1,2
2974,"Bachmattli , 6314 Unterägeri", 47.12231630000001, 8.5781984,1,4
2975,"Bachmattli 2, 6314 Unterägeri", 47.1226484, 8.5775059,1,2
2976,"Bachmühli 3, 6313 Menzingen", 47.1758438, 8.5919634,1,0
2977,"Bachstrasse 3A, 6300 Zug", 47.1779398, 8.5221765,1,1
2978,"Bachstrasse 7A, 6300 Zug", 47.1783344, 8.5223032,1,0
2979,"Bachtalen 2A, 6340 Baar", 47.2028444, 8.514946300000002,1,1
2980,"Bachtalen 2B, 6340 Baar", 47.20278, 8.5151034,1,0
2981,"Bachtalen 33, 6330 Cham", 47.2082618, 8.437858799999999,1,0
2982,"Baarerstasse 147, 6300 Zug", 47.1823742, 8.5193805,1,0
2983,"Baarermattstrasse 4, 6340 Baar", 47.1809016, 8.5257592,1,5
2984,"Belgistrasse 1, 6343 Rotkreuz", 47.1481083, 8.4362768,1,0
2985,"Auleten 2, 6343 Rotkreuz", 47.1348057, 8.4449644,1,1
2986,"Artherstrasse 1A, 6318 Walchwil", 47.0992524, 8.5136752,1,1
2987,"Artherstrasse 2-4, 6300 Zug", 47.1644322, 8.513664799999999,1,0
2988,"Artherstrasse 204, 6317 Oberwil bei Zug", 47.1295952, 8.499238499999999,1,0
2989,"Artherstrasse 210, 6317 Oberwil bei Zug", 47.1281895, 8.498512,1,1
2990,"Artherstrasse 24B, 6300 Zug", 47.1616919, 8.513094299999999,1,0
2991,"Artherstrasse 28C, 6300 Zug", 47.16117149999999, 8.5126311,1,1
2993,"Asylstrasse 11, 6340 Baar", 47.19408420000001, 8.520958799999999,1,3
2994,"Aussergrütstrasse 3, 6319 Allenwinden", 47.1672533, 8.5528517,1,3
2995,"Baarermattstrasse 4, 6302 Zug", 47.1809016, 8.5257592,1,1
2996,"Aussergrütstrasse 7, 6319 Allenwinden", 47.1673699, 8.55232,1,4
2997,"Aussergütschstrasse 2, 6319 Allenwinden", 47.1642535, 8.5569483,1,0
2998,"Baarermatte 2, 6340 Baar", 47.180746, 8.5293336,1,0
2999,"Baarermattstrasse 12, 6340 Baar", 47.17950099999999, 8.5248172,1,6
3000,"Baarermattstrasse 14, 6340 Baar", 47.1793606, 8.5248476,1,6
3001,"Baarermattstrasse 16, 6300 Zug", 47.1795124, 8.524236199999999,1,0
3002,"Baarermattstrasse 20, 6340 Baar", 47.1794896, 8.5238175,1,5
3003,"Baarermattstrasse 4, 6300 Zug", 47.1809016, 8.5257592,1,0
3004,"Bachtalen 4A, 6340 Baar", 47.2026423, 8.515391000000001,1,4
3005,"Bachtalen 6, 6332 Hagendorn", 47.2075187, 8.4374489,1,1
3006,"Bachweg 23, 6315 Oberägeri", 47.1368563, 8.6148455,1,2
3007,"Bahnofstrasse 32, 6300 Zug", 47.17052899999999, 8.5160626,1,0
3008,"Bahnhofstrasse 3, 6312 Steinhausen", 47.1961746, 8.484154100000001,1,24
3009,"Bahnhofstrasse 67, 6312 Steinhausen", 47.1951247, 8.4786351,1,5
3010,"Bahnmatt 11, 6340 Baar", 47.1958384, 8.520546300000001,1,12
3011,"Bahnmatt 13, 6340 Baar", 47.195988, 8.5208924,1,5
3012,"Bahnmatt 19, 6340 Baar", 47.1957161, 8.5211113,1,11
3013,"Bahnmatt 21, 6340 Baar", 47.1952866, 8.520864999999999,1,9
3014,"Bahnmatt 25, 6340 Baar", 47.1956056, 8.5213862,1,9
3015,"Bahnmatt 6, 6340 Baar", 47.1965207, 8.5216423,1,22
3016,"Bahnohfstrasse 10, 6300 Zug", 47.1685704, 8.5159699,1,0
3017,"Bachweg 7, 6315 Oberägeri", 47.1350416, 8.6139266,1,2
3018,"Banhhofstrasse 7, 6300 Zug", 47.1686431, 8.515559099999999,1,0
3019,"Bann , 6312 Steinhausen", 47.1986689, 8.4839055,1,110
3020,"Bannstrasse 10A, 6312 Steinhausen", 47.19905869999999, 8.4855304,1,7
3021,"Bannstrasse 23A, 6312 Steinhausen", 47.2063925, 8.4866804,1,1
3022,"Bannstrasse 23C, 6312 Steinhausen", 47.2063925, 8.4866804,1,0
3023,"Bannstrasse 3, 6312 Steinhausen", 47.19798549999999, 8.4850941,1,13
3024,"Bannstrasse 6, 6312 Steinhausen", 47.1984393, 8.485386199999999,1,1
3025,"Bannstrasse 8, 6312 Steinhausen", 47.1986441, 8.4856146,1,6
3026,"Bahnhofstrasse 23, 6312 Steinhausen", 47.1961831, 8.4822275,1,7
3027,"Bahnhofstrasse 21A, 6340 Baar", 47.1942401, 8.524050899999999,1,0
3028,"Bahnhofstrasse 20, 6340 Baar", 47.1940164, 8.522977299999999,1,2
3029,"Bahnhofstrasse 2, 6318 Walchwil", 47.0995303, 8.5158088,1,18
3030,"Bachweg 8, 6313 Edlibach", 47.1805722, 8.5740663,1,1
3031,"Bachweg 8, 631302 Edlibach", 13.1033391, 79.3690831,1,0
3032,"Bachweid 1, 6340 Baar", 47.2022445, 8.5242264,1,6
3033,"Bachweid 2, 6340 Baar", 47.2015853, 8.5241568,1,5
3034,"Bad Schönbrunn , 631302 Edlibach", 48.1858124, 16.312764,1,0
3035,"Bad Schönbrunn 1, 631302 Edlibach", 47.17551, 8.56622,1,0
3036,"Bahnhof , 6300 Zug", 47.1735054, 8.515304500000001,1,319
3037,"Bahnhof-Park 2, 6340 Baar", 47.1960015, 8.5232815,1,3
3038,"Bahnhof-Park 7, 6340 Baar", 47.1961126, 8.521990299999999,1,8
3039,"Bahnhof-Park 9, 6340 Baar", 47.1963866, 8.5225106,1,2
3040,"Bahnhofpark , 6341 Baar", 47.1963443, 8.523492200000002,1,0
3041,"Bahnhofpark 2, 6340 Baar", 47.1960015, 8.5232815,1,3
3042,"Bahnhofpark 5, 6340 Baar", 47.1958306, 8.5223278,1,9
3043,"Bahnhofplatz 3, 8853 Lachen", 47.1906505, 8.8530794,1,33
3044,"Bahnhofstrass 20, 6300 Zug", 47.169645, 8.5159377,1,12
3045,"Bahnhofstrasse , 6330 Cham", 47.17802529999999, 8.4563917,1,8
3046,"Bahnhofstrasse 10, 6340 Baar", 47.1944732, 8.5211465,1,8
3047,"Grabenackerstrasse 3, 6312 Steinhausen", 47.1993093, 8.477721899999999,1,15
3048,"Grabenackerstrasse 45, 6312 Steinhausen", 47.2015532, 8.483243,1,0
3049,"Oberblachen 2, 6345 Neuheim", 47.2011982, 8.581477699999999,1,1
3050,"Lindenberg , 6313 Menzingen", 47.1800052, 8.5903602,1,1
3051,"Letzistrasse 13B, 6300 Zug", 47.178057, 8.4999484,1,1
3052,"Letzistrasse 3C, 6300 Zug", 47.1776852, 8.499298099999999,1,1
3053,"Letzistrasse 5C, 6300 Zug", 47.1777865, 8.4990509,1,1
3054,"Lidostrasse 100B, 6314 Unterägeri", 47.1323873, 8.5923056,1,2
3055,"Lidostrasse 4, 6314 Unterägeri", 47.1375165, 8.583898699999999,1,4
3056,"Lienisberg 5.1, 6318 Walchwil", 47.12407959999999, 8.5178698,1,0
3057,"Lienisberg 6, 6318 Walchwil", 47.1213299, 8.5212421,1,1
3058,"Lienisberg 9, 6318 Walchwil", 47.1277427, 8.5199377,1,0
3059,"Lindenbergstrasse 10B, 6331 Hünenberg", 47.1799958, 8.4277129,1,8
3060,"Lettenstrasse 7-9, 6343 Rotkreuz", 47.1467671, 8.4318194,1,1
3061,"Lindenbergstrasse 19, 6331 Hünenberg", 47.1796569, 8.426321399999999,1,1
3062,"Lindenbühl 1, 6330 Cham", 47.1933467, 8.446197699999999,1,4
3063,"Lindenbühl 3, 6330 Cham", 47.1935085, 8.4462007,1,5
3064,"Lindenbühl 5, 6330 Cham", 47.1935535, 8.446201600000002,1,1
3065,"Lindencham , 6330 Cham", 47.19362, 8.44483,1,0
3066,"Lindengasse 2, 6314 Unterägeri", 47.1361859, 8.584511299999999,1,13
3067,"Lindengasse 3, 6314 Unterägeri", 47.1358527, 8.5838437,1,2
3068,"Lindenmatt 3, 6343 Rotkreuz", 47.1387625, 8.427610999999999,1,17
3069,"Lettenstrasse 8D, 6343 Rotkreuz", 47.1478542, 8.430929700000002,1,1
3070,"Lettenstrasse 6A, 6343 Rotkreuz", 47.1481489, 8.431578199999999,1,5
3071,"Lindenstrasse 1, 6340 Baar", 47.18444, 8.5187931,1,70
3072,"Leimatt 2, 6317 Oberwil b. Zug", 47.1433245, 8.5084309,1,3
3073,"Leihgasse 66, 6340 Baar", 47.1942308, 8.5345291,1,2
3074,"Leihgasse 9, 6340 Baar", 47.1944197, 8.5277699,1,5
3075,"Leihgasse 96, 6342 Baar", 47.1943335, 8.5350855,1,0
3076,"Leihgasse 98, 6340 Baar", 47.1942885, 8.5350846,1,1
3077,"Leimatt 1, 6317 Oberwil bei Zug", 47.1437126, 8.5093964,1,13
3078,"Leimatt 10, 6317 Oberwil bei Zug", 47.1433245, 8.5084309,1,1
3079,"Leimatt 12, 6317 Oberwil bei Zug", 47.1436315, 8.5084287,1,3
3080,"Leimatt 16, 6317 Oberwil bei Zug", 47.143141, 8.5081558,1,2
3081,"Leimatt 2, 6317 Oberwil bei Zug", 47.1439487, 8.5093322,1,3
3082,"Lettenstrasse 5, 6343 Rotkreuz", 47.1473304, 8.4322769,1,1
3083,"Leimatt A , 6317 Oberwil bei Zug", 47.1433245, 8.5084309,1,17
