,output,Adresse
1180,"{'results': [{'address_components': [{'long_name': '12B', 'short_name': '12B', 'types': ['street_number']}, {'long_name': 'Landhausweg', 'short_name': 'Landhausweg', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Landhausweg 12B, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1773683, 'lng': 8.5217295}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17871728029149, 'lng': 8.523078480291503}, 'southwest': {'lat': 47.1760193197085, 'lng': 8.520380519708498}}}, 'partial_match': True, 'place_id': 'ChIJe24ewlCqmkcRv3DDGN9VAIs', 'plus_code': {'compound_code': '5GGC+WM Zug, Switzerland', 'global_code': '8FVC5GGC+WM'}, 'types': ['street_address']}], 'status': 'OK'}","Landhausweg 12B, 6300 Zug"
1181,"{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Theilerstrasse', 'short_name': 'Theilerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Theilerstrasse 1, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1787622, 'lng': 8.5141987}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1801111802915, 'lng': 8.515547680291501}, 'southwest': {'lat': 47.17741321970851, 'lng': 8.512849719708496}}}, 'partial_match': True, 'place_id': 'ChIJ-wuveVyqmkcRacd445ojN8I', 'plus_code': {'compound_code': '5GH7+GM Zug, Switzerland', 'global_code': '8FVC5GH7+GM'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}","Landis + Gyr-Strassse 1, 6300 Zug"
1182,"{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Landis + Gyr-Strasse', 'short_name': 'Landis + Gyr-Strasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Landis + Gyr-Strasse 1, 6300 Zug, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1762132, 'lng': 8.512662299999999}, 'southwest': {'lat': 47.1759828, 'lng': 8.511483}}, 'location': {'lat': 47.1761183, 'lng': 8.5120434}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1774469802915, 'lng': 8.513421630291502}, 'southwest': {'lat': 47.1747490197085, 'lng': 8.510723669708497}}}, 'partial_match': True, 'place_id': 'ChIJ8bmtvV6qmkcR0Qq9POgRnGQ', 'types': ['premise']}], 'status': 'OK'}","Landis Gyr-Strasse 1, 6300 Zug"
1183,"{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Landis + Gyr-Strasse', 'short_name': 'Landis + Gyr-Strasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Landis + Gyr-Strasse 1, 6300 Zug, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1762132, 'lng': 8.512662299999999}, 'southwest': {'lat': 47.1759828, 'lng': 8.511483}}, 'location': {'lat': 47.1761183, 'lng': 8.5120434}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1774469802915, 'lng': 8.513421630291502}, 'southwest': {'lat': 47.1747490197085, 'lng': 8.510723669708497}}}, 'partial_match': True, 'place_id': 'ChIJ8bmtvV6qmkcR0Qq9POgRnGQ', 'types': ['premise']}], 'status': 'OK'}","Landis+Gyr-Strasse 1, 6300 Zug"
1184,"{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Landis + Gyr-Strasse', 'short_name': 'Landis + Gyr-Strasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Landis + Gyr-Strasse 1, 6300 Zug, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1762132, 'lng': 8.512662299999999}, 'southwest': {'lat': 47.1759828, 'lng': 8.511483}}, 'location': {'lat': 47.1761183, 'lng': 8.5120434}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1774469802915, 'lng': 8.513421630291502}, 'southwest': {'lat': 47.1747490197085, 'lng': 8.510723669708497}}}, 'partial_match': True, 'place_id': 'ChIJ8bmtvV6qmkcR0Qq9POgRnGQ', 'types': ['premise']}], 'status': 'OK'}","Landis+Gyr-Strasse 1, 6304 Zug"
1185,"{'results': [{'address_components': [{'long_name': '23b', 'short_name': '23b', 'types': ['street_number']}, {'long_name': 'Langackerstrasse', 'short_name': 'Langackerstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Langackerstrasse 23b, 6330 Cham, Switzerland', 'geometry': {'location': {'lat': 47.1962947, 'lng': 8.4540284}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1976436802915, 'lng': 8.455377380291502}, 'southwest': {'lat': 47.1949457197085, 'lng': 8.452679419708497}}}, 'partial_match': True, 'place_id': 'ChIJsRUfpMIAkEcRovsiMQ9ExNs', 'plus_code': {'compound_code': '5FW3+GJ Cham, Switzerland', 'global_code': '8FVC5FW3+GJ'}, 'types': ['street_address']}], 'status': 'OK'}","Langackerstrasse 23B, 6330 Cham"
1186,"{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Langackerstrasse', 'short_name': 'Langackerstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Langackerstrasse 3, 6330 Cham, Switzerland', 'geometry': {'location': {'lat': 47.1979098, 'lng': 8.4530937}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1992587802915, 'lng': 8.454442680291503}, 'southwest': {'lat': 47.1965608197085, 'lng': 8.451744719708499}}}, 'partial_match': True, 'place_id': 'ChIJr7_9Ld0AkEcRYif6HzLTKaU', 'plus_code': {'compound_code': '5FX3+56 Cham, Switzerland', 'global_code': '8FVC5FX3+56'}, 'types': ['street_address']}], 'status': 'OK'}","Langackerstrasse 3, 6330 Cham"
1187,"{'results': [{'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Langackerstrasse', 'short_name': 'Langackerstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Langackerstrasse 6, 6330 Cham, Switzerland', 'geometry': {'location': {'lat': 47.1977386, 'lng': 8.4541463}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1990875802915, 'lng': 8.455495280291503}, 'southwest': {'lat': 47.1963896197085, 'lng': 8.452797319708498}}}, 'partial_match': True, 'place_id': 'ChIJv4P0z8IAkEcR4guNsZP6Ng0', 'plus_code': {'compound_code': '5FX3+3M Cham, Switzerland', 'global_code': '8FVC5FX3+3M'}, 'types': ['street_address']}], 'status': 'OK'}","Langackerstrasse 6, 6330 Cham"
1188,"{'results': [{'address_components': [{'long_name': '26A', 'short_name': '26A', 'types': ['street_number']}, {'long_name': 'Langgasse', 'short_name': 'Langgasse', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Langgasse 26A, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.19620680000001, 'lng': 8.5329456}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.19755578029151, 'lng': 8.534294580291501}, 'southwest': {'lat': 47.19485781970851, 'lng': 8.531596619708496}}}, 'partial_match': True, 'place_id': 'ChIJ6b6Z6jOqmkcRrxlMT_4H60w', 'plus_code': {'compound_code': '5GWM+F5 Baar, Switzerland', 'global_code': '8FVC5GWM+F5'}, 'types': ['street_address']}], 'status': 'OK'}","Langgasse 26A, 6340 Baar"
1189,"{'results': [{'address_components': [{'long_name': '40', 'short_name': '40', 'types': ['street_number']}, {'long_name': 'Langgasse', 'short_name': 'Langgasse', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Langgasse 40, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.1961082, 'lng': 8.537049699999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.19745718029149, 'lng': 8.5383986802915}, 'southwest': {'lat': 47.1947592197085, 'lng': 8.535700719708496}}}, 'partial_match': True, 'place_id': 'ChIJab2GNjOqmkcRd5ZMmBUz9yc', 'plus_code': {'compound_code': '5GWP+CR Baar, Switzerland', 'global_code': '8FVC5GWP+CR'}, 'types': ['street_address']}], 'status': 'OK'}","Langgasse 40, 6342 Baar"
1190,"{'results': [{'address_components': [{'long_name': '76', 'short_name': '76', 'types': ['street_number']}, {'long_name': 'Luzernerstrasse', 'short_name': 'Luzernerstrasse', 'types': ['route']}, {'long_name': 'Hünenberg See', 'short_name': 'Hünenberg See', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6333', 'short_name': '6333', 'types': ['postal_code']}], 'formatted_address': 'Luzernerstrasse 76, 6333 Hünenberg See, Switzerland', 'geometry': {'location': {'lat': 47.175593, 'lng': 8.4499134}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1769419802915, 'lng': 8.451262380291501}, 'southwest': {'lat': 47.1742440197085, 'lng': 8.448564419708497}}}, 'partial_match': True, 'place_id': 'ChIJoTFmilgAkEcRTi_mkpdGg0o', 'plus_code': {'compound_code': '5CGX+6X Hünenberg, Switzerland', 'global_code': '8FVC5CGX+6X'}, 'types': ['street_address']}], 'status': 'OK'}","Luzernerstrasse 76, 6330 Cham"
1191,"{'results': [{'address_components': [{'long_name': '80', 'short_name': '80', 'types': ['street_number']}, {'long_name': 'Luzernerstrasse', 'short_name': 'Luzernerstrasse', 'types': ['route']}, {'long_name': 'Hünenberg See', 'short_name': 'Hünenberg See', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6333', 'short_name': '6333', 'types': ['postal_code']}], 'formatted_address': 'Luzernerstrasse 80, 6333 Hünenberg See, Switzerland', 'geometry': {'location': {'lat': 47.1751271, 'lng': 8.450722599999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17647608029149, 'lng': 8.452071580291502}, 'southwest': {'lat': 47.17377811970849, 'lng': 8.449373619708497}}}, 'partial_match': True, 'place_id': 'ChIJU7tB7FgAkEcRMFIfpfIZtlA', 'plus_code': {'compound_code': '5FG2+37 Hünenberg, Switzerland', 'global_code': '8FVC5FG2+37'}, 'types': ['street_address']}, {'address_components': [{'long_name': 'California', 'short_name': 'CA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}], 'formatted_address': 'California, USA', 'geometry': {'bounds': {'northeast': {'lat': 42.0095169, 'lng': -114.131211}, 'southwest': {'lat': 32.528832, 'lng': -124.482003}}, 'location': {'lat': 36.778261, 'lng': -119.4179324}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 42.0095169, 'lng': -114.131211}, 'southwest': {'lat': 32.528832, 'lng': -124.482003}}}, 'partial_match': True, 'place_id': 'ChIJPV4oX_65j4ARVW8IJ6IJUYs', 'types': ['administrative_area_level_1', 'political']}], 'status': 'OK'}","Luzernerstrasse 80, 6333 Hünenberg See"
1192,"{'results': [{'address_components': [{'long_name': '88', 'short_name': '88', 'types': ['street_number']}, {'long_name': 'Luzernerstrasse', 'short_name': 'Luzernerstrasse', 'types': ['route']}, {'long_name': 'Hünenberg See', 'short_name': 'Hünenberg See', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6333', 'short_name': '6333', 'types': ['postal_code']}], 'formatted_address': 'Luzernerstrasse 88, 6333 Hünenberg See, Switzerland', 'geometry': {'location': {'lat': 47.1747908, 'lng': 8.450096199999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17613978029149, 'lng': 8.451445180291502}, 'southwest': {'lat': 47.1734418197085, 'lng': 8.448747219708498}}}, 'partial_match': True, 'place_id': 'ChIJi0Gc8FgAkEcRdN1DRB3Rcio', 'plus_code': {'compound_code': '5FF2+W2 Hünenberg, Switzerland', 'global_code': '8FVC5FF2+W2'}, 'types': ['street_address']}, {'address_components': [{'long_name': 'California', 'short_name': 'CA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}], 'formatted_address': 'California, USA', 'geometry': {'bounds': {'northeast': {'lat': 42.0095169, 'lng': -114.131211}, 'southwest': {'lat': 32.528832, 'lng': -124.482003}}, 'location': {'lat': 36.778261, 'lng': -119.4179324}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 42.0095169, 'lng': -114.131211}, 'southwest': {'lat': 32.528832, 'lng': -124.482003}}}, 'partial_match': True, 'place_id': 'ChIJPV4oX_65j4ARVW8IJ6IJUYs', 'types': ['administrative_area_level_1', 'political']}], 'status': 'OK'}","Luzernerstrasse 88, 6333 Hünenberg See"
1193,"{'results': [{'address_components': [{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Neudorfstrasse', 'short_name': 'Neudorfstrasse', 'types': ['route']}, {'long_name': 'Menzingen', 'short_name': 'Menzingen', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6313', 'short_name': '6313', 'types': ['postal_code']}], 'formatted_address': 'Neudorfstrasse 16, 6313 Menzingen, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.17735769999999, 'lng': 8.592245}, 'southwest': {'lat': 47.1771128, 'lng': 8.5918729}}, 'location': {'lat': 47.1772358, 'lng': 8.5920779}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17858423029149, 'lng': 8.593407930291502}, 'southwest': {'lat': 47.17588626970849, 'lng': 8.590709969708499}}}, 'partial_match': True, 'place_id': 'ChIJ6Uh3IXCsmkcRlZncjYDh1ds', 'types': ['premise']}], 'status': 'OK'}","Neudorfstrasse 16, 6313 Menzingen"
1194,"{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Müsliweg', 'short_name': 'Müsliweg', 'types': ['route']}, {'long_name': 'Oberägeri', 'short_name': 'Oberägeri', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6315', 'short_name': '6315', 'types': ['postal_code']}], 'formatted_address': 'Müsliweg 1, 6315 Oberägeri, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.13671009999999, 'lng': 8.6130406}, 'southwest': {'lat': 47.1365388, 'lng': 8.6127258}}, 'location': {'lat': 47.1366321, 'lng': 8.612921199999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1379734302915, 'lng': 8.614232180291502}, 'southwest': {'lat': 47.1352754697085, 'lng': 8.611534219708497}}}, 'partial_match': True, 'place_id': 'ChIJR_9ssdmsmkcRqG_5qkKEHYE', 'types': ['premise']}], 'status': 'OK'}","Müsliweg 1, 6315 Oberägeri"
1195,"{'results': [{'address_components': [{'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Müsliweg', 'short_name': 'Müsliweg', 'types': ['route']}, {'long_name': 'Oberägeri', 'short_name': 'Oberägeri', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6315', 'short_name': '6315', 'types': ['postal_code']}], 'formatted_address': 'Müsliweg 10, 6315 Oberägeri, Switzerland', 'geometry': {'location': {'lat': 47.1372632, 'lng': 8.6136093}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1386121802915, 'lng': 8.614958280291503}, 'southwest': {'lat': 47.1359142197085, 'lng': 8.612260319708499}}}, 'partial_match': True, 'place_id': 'ChIJU30jVdismkcRVgceK-4OAUc', 'plus_code': {'compound_code': '4JP7+WC Oberägeri, Switzerland', 'global_code': '8FVC4JP7+WC'}, 'types': ['street_address']}], 'status': 'OK'}","Müsliweg 10, 6315 Oberägeri"
1196,"{'results': [{'address_components': [{'long_name': '12', 'short_name': '12', 'types': ['street_number']}, {'long_name': 'Naasstrasse', 'short_name': 'Naasstrasse', 'types': ['route']}, {'long_name': 'Morgarten', 'short_name': 'Morgarten', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6315', 'short_name': '6315', 'types': ['postal_code']}], 'formatted_address': 'Naasstrasse 12, 6315 Morgarten, Switzerland', 'geometry': {'location': {'lat': 47.10230809999999, 'lng': 8.635990699999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1036570802915, 'lng': 8.6373396802915}, 'southwest': {'lat': 47.1009591197085, 'lng': 8.634641719708497}}}, 'partial_match': True, 'place_id': 'ChIJtTkm35VShUcRc2pZHc-Mlys', 'plus_code': {'compound_code': '4J2P+W9 Oberägeri, Switzerland', 'global_code': '8FVC4J2P+W9'}, 'types': ['street_address']}], 'status': 'OK'}","Naasstrasse 12, 6315 Oberägeri"
1197,"{'results': [{'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Nestléstrasse', 'short_name': 'Nestléstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Nestléstrasse 14, 6330 Cham, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.180825, 'lng': 8.4641869}, 'southwest': {'lat': 47.1806604, 'lng': 8.4639306}}, 'location': {'lat': 47.18076250000001, 'lng': 8.4640632}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1820916802915, 'lng': 8.465407730291501}, 'southwest': {'lat': 47.1793937197085, 'lng': 8.462709769708496}}}, 'partial_match': True, 'place_id': 'ChIJo0CFeYwAkEcRQvCddLmRES0', 'types': ['premise']}], 'status': 'OK'}","Nestlestrasse 14, 6330 Cham"
1198,"{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Nestléstrasse', 'short_name': 'Nestléstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Nestléstrasse 3, 6330 Cham, Switzerland', 'geometry': {'location': {'lat': 47.1811436, 'lng': 8.463044499999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1824925802915, 'lng': 8.4643934802915}, 'southwest': {'lat': 47.1797946197085, 'lng': 8.461695519708496}}}, 'partial_match': True, 'place_id': 'ChIJi72dhYwAkEcRQg9psEHlI5o', 'plus_code': {'compound_code': '5FJ7+F6 Cham, Switzerland', 'global_code': '8FVC5FJ7+F6'}, 'types': ['street_address']}], 'status': 'OK'}","Nestlestrasse 3, 6330 Cham"
1199,"{'results': [{'address_components': [{'long_name': '9', 'short_name': '9', 'types': ['street_number']}, {'long_name': 'Nestléstrasse', 'short_name': 'Nestléstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Nestléstrasse 9, 6330 Cham, Switzerland', 'geometry': {'location': {'lat': 47.1810017, 'lng': 8.4638691}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1823506802915, 'lng': 8.465218080291503}, 'southwest': {'lat': 47.1796527197085, 'lng': 8.462520119708499}}}, 'partial_match': True, 'place_id': 'ChIJK-uEfIwAkEcRzKK0OiUBbCk', 'plus_code': {'compound_code': '5FJ7+CG Cham, Switzerland', 'global_code': '8FVC5FJ7+CG'}, 'types': ['street_address']}], 'status': 'OK'}","Nestlestrasse 9, 6330 Cham"
1200,"{'results': [{'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['street_number']}, {'long_name': 'Zugerstrasse', 'short_name': 'Zugerstrasse', 'types': ['route']}, {'long_name': 'Cham', 'short_name': 'Cham', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6330', 'short_name': '6330', 'types': ['postal_code']}], 'formatted_address': 'Zugerstrasse 15, 6330 Cham, Switzerland', 'geometry': {'location': {'lat': 47.1821665, 'lng': 8.4620255}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1835154802915, 'lng': 8.4633744802915}, 'southwest': {'lat': 47.1808175197085, 'lng': 8.460676519708496}}}, 'partial_match': True, 'place_id': 'ChIJTzzqtowAkEcRPRkDXQD5uNM', 'plus_code': {'compound_code': '5FJ6+VR Cham, Switzerland', 'global_code': '8FVC5FJ6+VR'}, 'types': ['bank', 'establishment', 'finance', 'food', 'point_of_interest', 'restaurant', 'shopping_mall']}], 'status': 'OK'}","Neudof , 6330 Cham"
